CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,STANDARD_VALUE,STANDARD_UNITS,LogS,PUBLISHED_TYPE
CHEMBL461431,CCOC(=O)C1=NN(C(=O)c2c(N)scc12)c3ccccc3,Solubility,6200,nM,5.207608311,Solubility
CHEMBL1778366,COC[C@H](C)Oc1cc(Oc2cccc(OC)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,1479100,nM,2.830002463,Solubility
CHEMBL2030963,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL2111886,C[C@@H](O)C(=O)N1CCC(=CC1)c2c(F)cc(cc2F)N3C[C@H](COc4ccon4)OC3=O,Solubility,25100,nM,4.600326279,Solubility
CHEMBL1963502,C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4,Solubility,28800,nM,4.540607512,Solubility
CHEMBL237830,C(Nc1ccccn1)c2ccc(CNc3ccccn3)cc2,Solubility,900,nM,6.045757491,Solubility
CHEMBL2206790,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4,Solubility,100000,nM,4,Solubility
CHEMBL1809060,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6COCC(C5)N6,Solubility,2600,nM,5.585026652,Solubility
CHEMBL2164371,FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCOCC3)C(=O)c4ccccc24)cc1,Solubility,83200,nM,4.079876674,Solubility
CHEMBL201197,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4F)s3)ncnc2cc1OCCCN5CCC[C@H]5CO,Solubility,600,nM,6.22184875,Solubility
CHEMBL115022,CC(=O)Nc1ccc2nc(cc(O)c2c1)c3cccc(F)c3,Solubility,24500,nM,4.610833916,Solubility
CHEMBL575492,COc1ccccc1Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2,Solubility,22900,nM,4.640164518,Solubility
CHEMBL1164745,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cccc(OC(F)(F)F)c3,Solubility,11000,nM,4.958607315,Solubility
CHEMBL1566485,Oc1ncnc2c1cnn2Cc3ccccc3,Solubility,158500,nM,3.799970733,Solubility
CHEMBL1940316,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCS(=O)(=O)C5)cc3,Solubility,154900,nM,3.809948582,Solubility
CHEMBL1824608,Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1,Solubility,44700,nM,4.349692477,Solubility
CHEMBL380035,Oc1nc2cc(Cl)c(cc2c(O)c1c3ccccc3)[N+](=O)[O-],Solubility,29500,nM,4.530177984,Solubility
CHEMBL1164652,CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2,Solubility,35500,nM,4.449771647,Solubility
CHEMBL442591,COc1cc2ncc(C(=O)N)c(Nc3ccccc3F)c2cc1OC,Solubility,21900,nM,4.659555885,Solubility
CHEMBL2042442,O=C1C=C(Nc2ccccc12)c3occc3,Solubility,114800,nM,3.940058112,Solubility
CHEMBL363462,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN(C(C)C)C(C)C,Solubility,239900,nM,3.619969752,Solubility
CHEMBL1580743,O=S(=O)(Cc1onc(c1)c2ccccc2)c3ccccc3,Solubility,6600,nM,5.180456064,Solubility
CHEMBL1669158,CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,Solubility,1400,nM,5.853871964,Solubility
CHEMBL488084,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,Solubility,134900,nM,3.86998805,Solubility
CHEMBL401875,Nc1ccccc1NC(=O)c2ccc(cc2)N3CCN(Cc4ccccc4)CC3,Solubility,28200,nM,4.549750892,Solubility
CHEMBL380454,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CC[C@@H](C4)C(=O)N,Solubility,77600,nM,4.110138279,Solubility
CHEMBL524165,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CCOC5,Solubility,380200,nM,3.419987887,Solubility
CHEMBL1445556,Cc1ccc(Nc2nc(C)nc3c2oc4ccccc34)cc1,Solubility,500,nM,6.301029996,Solubility
CHEMBL247479,CN(C)CCOc1ccc(cc1)c2oc3ncnc(NC[C@@H]4CCCO4)c3c2c5ccccc5,Solubility,69200,nM,4.159893906,Solubility
CHEMBL2031220,CN1CCN(CC1)c2ccc3N=C(C)N(C(=O)c3c2)c4cc(NC(=O)c5ccnc(c5)N6CCOCC6)ccc4C,Solubility,851100,nM,3.070019409,Solubility
CHEMBL1484,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,Solubility,7400,nM,5.13076828,Solubility
CHEMBL1669155,CC1(COc2cc(ccc2NC(=O)CN3CCOCC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6)COC1,Solubility,36300,nM,4.440093375,Solubility
CHEMBL1080303,Cn1cnc(c2cccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)c2)c1c4cc5c(N)ncnc5s4,Solubility,500,nM,6.301029996,Solubility
CHEMBL373339,CC(C)Oc1cc(OCCc2ccsc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,33900,nM,4.469800302,Solubility
CHEMBL153843,FC(F)(F)c1cccc(NC(=O)c2ccccc2NCc3ccncc3)c1,Solubility,300,nM,6.522878745,Solubility
CHEMBL384684,C[C@H](NC1=NC(=O)[C@@](C)(S1)C(F)(F)F)c2ccccc2F,Solubility,87100,nM,4.059981845,Solubility
CHEMBL485425,CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C)cc1,Solubility,2700,nM,5.568636236,Solubility
CHEMBL1090173,OCC(=O)N1CCC(CC1)c2n[nH]c(c3ccc(Cl)cc3)c2c4ccncn4,Solubility,60300,nM,4.219682688,Solubility
CHEMBL1460133,Clc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccccc3,Solubility,29500,nM,4.530177984,Solubility
CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Solubility,154900,nM,3.809948582,Solubility
CHEMBL231836,OC[C@@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,12300,nM,4.910094889,Solubility
CHEMBL685,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,Solubility,1000,nM,6,Solubility
CHEMBL208330,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N(C)C,Solubility,30200,nM,4.519993057,Solubility
CHEMBL103355,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)c1,Solubility,4400,nM,5.356547324,Solubility
CHEMBL526925,Cn1cnc(c2ccccc2)c1\C=C\c3ccnc(N)n3,Solubility,281800,nM,3.550059011,Solubility
CHEMBL1951904,CCN(C1CCN(CCC(C2CCN(Cc3ccccc3)CC2)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,Solubility,891300,nM,3.049976093,Solubility
CHEMBL1809048,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCCN(CC5)C(=O)C,Solubility,2400,nM,5.619788758,Solubility
CHEMBL1736016,O=C(NC1CCCCC1)C2CCCN(C2)S(=O)(=O)c3cccs3,Solubility,4200,nM,5.37675071,Solubility
CHEMBL1835904,CCOC(=O)c1ccc(COCC2CCN(CC2)c3ccc(C)nn3)cc1,Solubility,467700,nM,3.33003263,Solubility
CHEMBL2325708,CC(C)S(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,Solubility,1500,nM,5.823908741,Solubility
CHEMBL131065,OC(=O)c1c(Cl)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,Solubility,758600,nM,3.119987162,Solubility
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,Solubility,36300,nM,4.440093375,Solubility
CHEMBL1433131,Clc1cccc(Cl)c1c2nnc3cccc(Cl)n23,Solubility,114800,nM,3.940058112,Solubility
CHEMBL315970,CC(C)CN1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,Solubility,1000,nM,6,Solubility
CHEMBL249966,CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc4cnc(nc14)C#N,Solubility,575400,nM,3.240030142,Solubility
CHEMBL1796287,CNC(=O)c1ccc(Oc2ccc(C)cc2)cc1,Solubility,10000,nM,5,Solubility
CHEMBL358325,CN1CCN(CC1)c2nc(CCOc3ccc(C[C@H](Nc4ccccc4C(=O)c5ccccc5)C(=O)O)cc3)c(C)s2,Solubility,97700,nM,4.010105436,Solubility
CHEMBL130936,OC(=O)c1cc2cc(ccc2n1Cc3ccc(Cl)c(Cl)c3)[N+](=O)[O-],Solubility,549500,nM,3.260032303,Solubility
CHEMBL373003,Cc1c(Br)sc2nc(O)c(c(O)c12)c3ccccc3,Solubility,3900,nM,5.408935393,Solubility
CHEMBL319136,CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2,Solubility,22900,nM,4.640164518,Solubility
CHEMBL514690,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,Solubility,56200,nM,4.250263684,Solubility
CHEMBL172450,COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)c1,Solubility,72400,nM,4.140261434,Solubility
CHEMBL1732984,Clc1ccc(cc1)S(=O)(=O)CC(N2CCCCC2)c3ccccc3,Solubility,900,nM,6.045757491,Solubility
CHEMBL223147,CCN1C(=O)C(C)(C)c2cc3[nH]c4c(CCCc5c(C)n[nH]c45)c3cc12,Solubility,700,nM,6.15490196,Solubility
CHEMBL119426,CC(C)(C)Cn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,Solubility,100,nM,7,Solubility
CHEMBL403877,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=O)Nc13,Solubility,61700,nM,4.209714836,Solubility
CHEMBL140365,CN1C(CNC(=O)c2ccc(Cl)cc2)CN=C(c3ccccc3F)c4ccccc14,Solubility,12300,nM,4.910094889,Solubility
CHEMBL81,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,Solubility,9100,nM,5.040958608,Solubility
CHEMBL2325699,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,Solubility,4900,nM,5.30980392,Solubility
CHEMBL188313,Clc1cccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1,Solubility,1300,nM,5.886056648,Solubility
CHEMBL1234354,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,Solubility,8700,nM,5.060480747,Solubility
CHEMBL278489,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Solubility,131800,nM,3.88008459,Solubility
CHEMBL2078875,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(Cl)c(Cl)c3,Solubility,66100,nM,4.179798541,Solubility
CHEMBL595122,CCS(=O)(=O)c1ccc(Oc2cc3nc([nH]c3cc2CN4C(=O)CCC4=O)c5ccccn5)cc1,Solubility,30200,nM,4.519993057,Solubility
CHEMBL300846,COc1cc(ccc1Cc2c[nH]c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,Solubility,2800,nM,5.552841969,Solubility
CHEMBL309573,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,Solubility,700,nM,6.15490196,Solubility
CHEMBL211003,CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,Solubility,645700,nM,3.189969214,Solubility
CHEMBL327151,O=C(CCc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,Solubility,8100,nM,5.091514981,Solubility
CHEMBL249584,OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccccc5)nc(SCCC(F)(F)F)nc23,Solubility,300,nM,6.522878745,Solubility
CHEMBL393037,COc1ccc(OC)c(NC(=O)Cc2cccs2)c1,Solubility,74100,nM,4.130181792,Solubility
CHEMBL2086659,C[C@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,Solubility,2300,nM,5.638272164,Solubility
CHEMBL1741329,Cc1ccn2c(NC(=O)c3ccccc3)c(nc2c1)c4cccs4,Solubility,1100,nM,5.958607315,Solubility
CHEMBL1968894,CC1=CC(=O)Nc2cc(N)c(C)cc12,Solubility,55000,nM,4.259637311,Solubility
CHEMBL1916263,CCC(CC)NC(=O)c1cn(nc1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,Solubility,173800,nM,3.759950228,Solubility
CHEMBL1669170,O=C(CN1CCOCC1)Nc2ccc(cc2c3ccccc3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6,Solubility,2200,nM,5.657577319,Solubility
CHEMBL1831214,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,Solubility,17000,nM,4.769551079,Solubility
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Solubility,2000,nM,5.698970004,Solubility
CHEMBL1835919,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,Solubility,758600,nM,3.119987162,Solubility
CHEMBL244213,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,Solubility,933300,nM,3.029978734,Solubility
CHEMBL397434,C(Sc1ncnc2[nH]cnc12)c3ccccc3,Solubility,95500,nM,4.019996628,Solubility
CHEMBL2171990,CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,Solubility,275400,nM,3.560036064,Solubility
CHEMBL445102,OC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4ccc(Cl)cc4,Solubility,562300,nM,3.250031916,Solubility
CHEMBL214849,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,Solubility,15100,nM,4.821023053,Solubility
CHEMBL149444,COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2,Solubility,7800,nM,5.107905397,Solubility
CHEMBL104264,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,Solubility,61700,nM,4.209714836,Solubility
CHEMBL2105728,CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1,Solubility,5100,nM,5.292429824,Solubility
CHEMBL379738,O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,Solubility,234400,nM,3.630042393,Solubility
CHEMBL193,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,Solubility,20900,nM,4.679853714,Solubility
CHEMBL1683934,O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45,Solubility,524800,nM,3.280006174,Solubility
CHEMBL288441,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,Solubility,4900,nM,5.30980392,Solubility
CHEMBL1200211,C1CC(CCN1)n2cc(cn2)c3cncc(c3)c4oc5ccccc5n4,Solubility,87100,nM,4.059981845,Solubility
CHEMBL1405,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,Solubility,3500,nM,5.455931956,Solubility
CHEMBL331019,O=C(CSc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,Solubility,17000,nM,4.769551079,Solubility
CHEMBL403672,COc1cc(Nc2ncnc(Nc3c(Cl)ccc4OCOc34)n2)cc(OC)c1OC,Solubility,6200,nM,5.207608311,Solubility
CHEMBL1907763,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,Solubility,169800,nM,3.770062314,Solubility
CHEMBL1762528,CN(c1cccc(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,Solubility,338800,nM,3.470056598,Solubility
CHEMBL412142,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,Solubility,400,nM,6.397940009,Solubility
CHEMBL1940295,CC[C@@H](C)NC(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,Solubility,112200,nM,3.950007143,Solubility
CHEMBL1299619,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,Solubility,55000,nM,4.259637311,Solubility
CHEMBL2071509,CC(C)C(NC(=O)c1cnoc1C(C)(C)C)C(=O)c2ccc(cc2)C#N,Solubility,20000,nM,4.698970004,Solubility
CHEMBL339851,OC(=O)c1cc2cc(ccc2n1Cc3ccc(Cl)c(Cl)c3)C(F)(F)F,Solubility,51300,nM,4.289882635,Solubility
CHEMBL1829783,C[C@H](N1CC[C@](CCO)(OC1=O)c2ccc(F)cc2)c3ccc(cc3)c4ccc(F)cc4F,Solubility,5200,nM,5.283996656,Solubility
CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,Solubility,1349000,nM,2.86998805,Solubility
CHEMBL487274,CC1=CC2=NNC(=O)N2c3ccccc13,Solubility,41700,nM,4.379863945,Solubility
CHEMBL1720347,Cc1nc2nc(nn2c(O)c1Cc3ccccc3)c4cccnc4,Solubility,29500,nM,4.530177984,Solubility
CHEMBL1486187,FC(F)(F)c1nnc2ccc(NCc3cccnc3)nn12,Solubility,380200,nM,3.419987887,Solubility
CHEMBL181610,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2,Solubility,4500,nM,5.346787486,Solubility
CHEMBL1824368,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4F)c1,Solubility,11000,nM,4.958607315,Solubility
CHEMBL229948,Oc1ccccc1NC(=O)c2cc(ccc2Cl)[N+](=O)[O-],Solubility,53700,nM,4.270025714,Solubility
CHEMBL2171018,COc1cccc(c1)C(=O)NCCN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,Solubility,9500,nM,5.022276395,Solubility
CHEMBL129958,OC(=O)c1cc2ccccc2n1Cc3cccc(Cl)c3,Solubility,1202300,nM,2.919987153,Solubility
CHEMBL2178946,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2,Solubility,199500,nM,3.7000571,Solubility
CHEMBL457888,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2,Solubility,851100,nM,3.070019409,Solubility
CHEMBL339670,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,Solubility,1230300,nM,2.909988976,Solubility
CHEMBL473386,CC1(C)Oc2ncnc(N)c2N=C1c3ccc(cc3)C45CC6CC(CC(CC(=O)O)(C6)C4)C5,Solubility,79400,nM,4.100179498,Solubility
CHEMBL66761,O=C1NN=C(Cc2ccccc2)c3ccccc13,Solubility,24500,nM,4.610833916,Solubility
CHEMBL1784339,Cc1cc(F)ccc1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,Solubility,13800,nM,4.860120914,Solubility
CHEMBL504977,N=C1S\C(=C\c2occc2)\C(=O)N1c3nccs3,Solubility,182000,nM,3.739928612,Solubility
CHEMBL2346968,Fc1ccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)cc1,Solubility,15500,nM,4.809668302,Solubility
CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,Solubility,478600,nM,3.320027306,Solubility
CHEMBL453222,COCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,Solubility,19100,nM,4.718966633,Solubility
CHEMBL1372855,O=C(Cc1ccccc1)Nc2ccc(cc2)N3CCCC3,Solubility,1100,nM,5.958607315,Solubility
CHEMBL104505,NC(=N)c1ccc2cc(cc(Nc3ncccn3)c2c1)C(=O)Nc4ccccc4,Solubility,28200,nM,4.549750892,Solubility
CHEMBL1422545,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2,Solubility,331100,nM,3.480040819,Solubility
CHEMBL1951908,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,56200,nM,4.250263684,Solubility
CHEMBL208118,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(=O)N,Solubility,41700,nM,4.379863945,Solubility
CHEMBL435,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,Solubility,741300,nM,3.130006,Solubility
CHEMBL386253,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCNCCO,Solubility,218800,nM,3.659952682,Solubility
CHEMBL2031157,OC(=O)[C@H](Cc1ccc(cc1)C#CCCNc2ccccn2)NC(=O)c3c(Cl)cccc3Cl,Solubility,75900,nM,4.119758224,Solubility
CHEMBL485619,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3CC(C)C)cc1,Solubility,17400,nM,4.759450752,Solubility
CHEMBL1213118,CN1CCN(CC1)c2nc3ccccc3cc2Cn4nc(c5ccc6nc(N)sc6c5)c7c(N)ncnc47,Solubility,100000,nM,4,Solubility
CHEMBL218677,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,Solubility,2300,nM,5.638272164,Solubility
CHEMBL2164678,Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,524800,nM,3.280006174,Solubility
CHEMBL1809197,COc1cc(ccc1Nc2ncc(OC)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,Solubility,1300,nM,5.886056648,Solubility
CHEMBL2031160,OC(=O)[C@H](Cc1ccc(OCCc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,Solubility,107200,nM,3.969805215,Solubility
CHEMBL485602,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C)cc1,Solubility,56200,nM,4.250263684,Solubility
CHEMBL382667,COc1cc2c(Nc3cnc(NC(=O)c4ccc(F)c(Cl)c4)nc3)ncnc2cc1OCCCN5CCOCC5,Solubility,1400,nM,5.853871964,Solubility
CHEMBL184685,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(Cl)cc3F)c2cc1OC,Solubility,1900,nM,5.721246399,Solubility
CHEMBL2036567,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,Solubility,5200,nM,5.283996656,Solubility
CHEMBL2023479,COc1ccc2nccc(Oc3ccc(CC(=O)Nc4noc(C)c4C)c(OC)c3)c2c1,Solubility,1400,nM,5.853871964,Solubility
CHEMBL193544,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,Solubility,1500,nM,5.823908741,Solubility
CHEMBL1346,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,Solubility,77600,nM,4.110138279,Solubility
CHEMBL2158775,COc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,Solubility,263000,nM,3.580044252,Solubility
CHEMBL2152586,NC(=O)c1ccccc1Oc2ccccc2,Solubility,281800,nM,3.550059011,Solubility
CHEMBL1328239,CSC1=NC(=O)N(Cc2ccc(Cl)cc2)C=C1,Solubility,83200,nM,4.079876674,Solubility
CHEMBL318910,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Br)ccc3[nH]2,Solubility,1000,nM,6,Solubility
CHEMBL2010836,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,Solubility,17800,nM,4.749579998,Solubility
CHEMBL214940,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC[C@H]5CO,Solubility,1000000,nM,3,Solubility
CHEMBL2035032,NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5,Solubility,173800,nM,3.759950228,Solubility
CHEMBL397688,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,3200,nM,5.494850022,Solubility
CHEMBL69023,FC(F)(F)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCN(CC3)c4ccncc4Cl,Solubility,3900,nM,5.408935393,Solubility
CHEMBL451462,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCN(C)CC4)ncc2F,Solubility,57500,nM,4.240332155,Solubility
CHEMBL2163583,Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,512900,nM,3.289967301,Solubility
CHEMBL256668,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13,Solubility,3500,nM,5.455931956,Solubility
CHEMBL1360977,COc1ccc(NC(=O)c2ccccn2)cc1,Solubility,676100,nM,3.169989064,Solubility
CHEMBL1778367,COC[C@H](C)Oc1cc(Oc2ccc(OC)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL1328781,Cc1ccccc1C(=O)Nc2ccccc2,Solubility,186200,nM,3.730020323,Solubility
CHEMBL262434,COc1cc2c(Nc3cc(CC(=O)Nc4cc(F)cc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC(CO)CC5,Solubility,213800,nM,3.669992299,Solubility
CHEMBL452791,COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,Solubility,20900,nM,4.679853714,Solubility
CHEMBL1916283,C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,Solubility,1000000,nM,3,Solubility
CHEMBL1743245,Cc1ccccc1N=Nc2ccc(NC(=O)c3ccnn3C)c(C)c2,Solubility,3200,nM,5.494850022,Solubility
CHEMBL2023802,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,Solubility,2200,nM,5.657577319,Solubility
